team,self_previous_shot,player_position,home_game,location_x,points,location_y,shoot_player,time_from_last_shot,quarter,current_shot_outcome,home_team_name,away_team_name,player_position_name,shot_type_es,weekday,time_decimal,time_elapsed,distance_ft_to_basket,game_id,cell_x,cell_y,cell
ATL,Fallido,PG,No,887,2,302,Dennis Schroder,23,2,Fallido,Minnesota Timberwolves,Atlanta Hawks,Base,Tiro de salto flotante,Lunes,3.533333333,15.53333333,937.0021345,31,190,60,19060
ATL,Fallido,C,No,888,2,250,Dwight Howard,2,2,Anotado,Minnesota Timberwolves,Atlanta Hawks,Centro,Retroceso,Lunes,3.566666667,15.56666667,922.5204605,31,190,49,19049
ATL,Anotado,PF,No,873,3,480,Paul Millsap,39,2,Fallido,Minnesota Timberwolves,Atlanta Hawks,Ala pivot,Salto de salto,Lunes,4.216666667,16.21666667,996.2574968,31,187,95,18795
ATL,Fallido,PF,No,890,2,244,Paul Millsap,18,2,Anotado,Minnesota Timberwolves,Atlanta Hawks,Ala pivot,Toco de la bandeja de rollo de dedo,Lunes,4.516666667,16.51666667,922.8412648,31,190,48,19048
ATL,Anotado,C,No,888,2,250,Dwight Howard,39,2,Anotado,Minnesota Timberwolves,Atlanta Hawks,Centro,CallejÃ³n oop volteo,Lunes,5.166666667,17.16666667,922.5204605,31,190,49,19049
ATL,Anotado,PF,No,873,2,285,Paul Millsap,58,2,Fallido,Minnesota Timberwolves,Atlanta Hawks,Ala pivot,Salto de salto,Lunes,6.133333333,18.13333333,918.3430731,31,187,56,18756
ATL,Fallido,SF,No,886,2,259,Thabo Sefolosha,29,2,Anotado,Minnesota Timberwolves,Atlanta Hawks,Alero,Bandeja,Lunes,6.616666667,18.61666667,923.0801699,31,189,51,18951
ATL,Anotado,PG,No,814,2,186,Dennis Schroder,32,2,Fallido,Minnesota Timberwolves,Atlanta Hawks,Base,Salto de salto,Lunes,7.15,19.15,834.9802393,31,174,37,17437
ATL,Fallido,PG,No,871,3,483,Dennis Schroder,65,2,Fallido,Minnesota Timberwolves,Atlanta Hawks,Base,Salto de salto,Lunes,8.233333333,20.23333333,995.9568264,31,186,96,18696
ATL,Fallido,PF,No,882,2,105,Paul Millsap,37,2,Bloqueado,Minnesota Timberwolves,Atlanta Hawks,Ala pivot,Salto de salto,Lunes,8.85,20.85,888.2280113,31,189,20,18920
ATL,Bloqueado,SG,No,881,3,27,Kyle Korver,28,2,Anotado,Minnesota Timberwolves,Atlanta Hawks,Escolta,Salto de salto,Lunes,9.316666667,21.31666667,881.4136373,31,188,5,18805
ATL,Anotado,SF,No,704,3,87,Thabo Sefolosha,35,2,Anotado,Minnesota Timberwolves,Atlanta Hawks,Alero,Salto de salto,Lunes,9.9,21.9,709.3553411,31,150,17,15017
ATL,Anotado,PF,No,637,3,246,Paul Millsap,39,2,Fallido,Minnesota Timberwolves,Atlanta Hawks,Ala pivot,Salto de salto,Lunes,10.55,22.55,682.8506425,31,136,49,13649
ATL,Fallido,PG,No,763,2,120,Dennis Schroder,38,2,Anotado,Minnesota Timberwolves,Atlanta Hawks,Base,Tiro de salto pullup,Lunes,11.18333333,23.18333333,772.3787931,31,163,23,16323
ATL,Anotado,PG,No,745,2,122,Dennis Schroder,20,2,Anotado,Minnesota Timberwolves,Atlanta Hawks,Base,Tiro de salto flotante,Lunes,11.51666667,23.51666667,754.9231749,31,159,24,15924
ATL,Anotado,SG,No,686,3,66,Kyle Korver,27,2,Fallido,Minnesota Timberwolves,Atlanta Hawks,Escolta,Salto de salto,Lunes,11.96666667,23.96666667,689.1676139,31,147,13,14713
ATL,Fallido,PF,No,84,2,167,Paul Millsap,31,3,Fallido,Minnesota Timberwolves,Atlanta Hawks,Ala pivot,Salto de salto,Lunes,0.583333333,24.58333333,186.9358179,31,18,33,1833
ATL,Fallido,PF,No,72,2,235,Paul Millsap,2,3,Fallido,Minnesota Timberwolves,Atlanta Hawks,Ala pivot,Bandeo,Lunes,0.616666667,24.61666667,245.7824241,31,15,46,1546
ATL,Fallido,C,No,58,2,252,Dwight Howard,1,3,Anotado,Minnesota Timberwolves,Atlanta Hawks,Centro,Punta de enlace de punta,Lunes,0.633333333,24.63333333,258.5884762,31,12,50,1250
ATL,Anotado,PG,No,69,2,300,Dennis Schroder,22,3,Fallido,Minnesota Timberwolves,Atlanta Hawks,Base,Tiro de salto flotante,Lunes,1,25,307.8327468,31,14,59,1459
ATL,Fallido,C,No,51,2,248,Dwight Howard,1,3,Anotado,Minnesota Timberwolves,Atlanta Hawks,Centro,Punta de enlace de punta,Lunes,1.016666667,25.01666667,253.1896522,31,10,49,1049
ATL,Anotado,SF,No,244,2,321,Thabo Sefolosha,64,3,Fallido,Minnesota Timberwolves,Atlanta Hawks,Alero,Tiro de salto pullup,Lunes,2.083333333,26.08333333,403.2083828,31,52,64,5264
ATL,Fallido,C,No,52,2,250,Dwight Howard,35,3,Anotado,Minnesota Timberwolves,Atlanta Hawks,Centro,Remojar,Lunes,2.666666667,26.66666667,255.3507392,31,11,49,1149
ATL,Anotado,PG,No,40,2,265,Dennis Schroder,44,3,Anotado,Minnesota Timberwolves,Atlanta Hawks,Base,Bandeja,Lunes,3.4,27.4,268.0018657,31,8,52,852
ATL,Anotado,SF,No,54,2,259,Kent Bazemore,28,3,Anotado,Minnesota Timberwolves,Atlanta Hawks,Alero,Bandeja,Lunes,3.866666667,27.86666667,264.5694616,31,11,51,1151
ATL,Anotado,SG,No,239,3,71,Kyle Korver,35,3,Fallido,Minnesota Timberwolves,Atlanta Hawks,Escolta,Salto de salto,Lunes,4.45,28.45,249.3230836,31,51,14,5114
ATL,Fallido,C,No,53,2,260,Dwight Howard,54,3,Anotado,Minnesota Timberwolves,Atlanta Hawks,Centro,Bandeo,Lunes,5.35,29.35,265.3469427,31,11,51,1151
ATL,Anotado,C,No,58,3,477,Mike Muscala,36,3,Fallido,Minnesota Timberwolves,Atlanta Hawks,Centro,Salto de salto,Lunes,5.95,29.95,480.5132672,31,12,95,1295
ATL,Fallido,PF,No,50,2,283,Paul Millsap,61,3,Fallido,Minnesota Timberwolves,Atlanta Hawks,Ala pivot,Salto de salto,Lunes,6.966666667,30.96666667,287.3830197,31,10,56,1056
ATL,Fallido,SF,No,265,3,357,Kent Bazemore,51,3,Fallido,Minnesota Timberwolves,Atlanta Hawks,Alero,Salto de salto,Lunes,7.816666667,31.81666667,444.6054431,31,56,71,5671
ATL,Fallido,SG,No,210,2,156,Kyle Korver,14,3,Fallido,Minnesota Timberwolves,Atlanta Hawks,Escolta,Salto de salto,Lunes,8.05,32.05,261.6027523,31,45,31,4531
ATL,Fallido,G,No,234,2,254,Malcolm Delaney,33,3,Anotado,Minnesota Timberwolves,Atlanta Hawks,Guardia,Tiro de salto pullup,Lunes,8.6,32.6,345.3577855,31,50,50,5050
ATL,Anotado,G,No,50,2,244,Malcolm Delaney,68,3,Fallido,Minnesota Timberwolves,Atlanta Hawks,Guardia,ConducciÃ³n de bandeja inversa,Lunes,9.733333333,33.73333333,249.0702712,31,10,48,1048
ATL,Fallido,PF,No,293,3,239,Paul Millsap,54,3,Fallido,Minnesota Timberwolves,Atlanta Hawks,Ala pivot,Salto de salto,Lunes,10.63333333,34.63333333,378.1137395,31,62,47,6247
ATL,Fallido,PF,No,54,2,254,Paul Millsap,24,3,Anotado,Minnesota Timberwolves,Atlanta Hawks,Ala pivot,Bandeo,Lunes,11.03333333,35.03333333,259.6767221,31,11,50,1150
ATL,Anotado,G,No,246,2,236,Malcolm Delaney,55,3,Fallido,Minnesota Timberwolves,Atlanta Hawks,Guardia,Tiro de salto pullup,Lunes,11.95,35.95,340.898812,31,52,47,5247
ATL,Fallido,G,No,69,3,18,Malcolm Delaney,31,4,Fallido,Minnesota Timberwolves,Atlanta Hawks,Guardia,Salto de salto,Lunes,1.1,37.1,71.30918594,31,14,3,1403
ATL,Fallido,PF,No,180,3,28,Mike Scott,34,4,Fallido,Minnesota Timberwolves,Atlanta Hawks,Ala pivot,Salto de salto,Lunes,1.666666667,37.66666667,182.1647606,31,38,5,3805
ATL,Fallido,PF,No,35,2,239,Kris Humphries,2,4,Fallido,Minnesota Timberwolves,Atlanta Hawks,Ala pivot,Bandeo,Lunes,1.7,37.7,241.5491668,31,7,47,747
ATL,Fallido,F,No,62,2,141,Taurean Prince,46,4,Fallido,Minnesota Timberwolves,Atlanta Hawks,Ala,Tiro de salto de respuesta,Lunes,2.466666667,38.46666667,154.029218,31,13,28,1328
ATL,Fallido,F,No,51,2,256,DeAndre Bembry,15,4,Anotado,Minnesota Timberwolves,Atlanta Hawks,Ala,Bandeo,Lunes,2.716666667,38.71666667,261.0306495,31,10,51,1051
ATL,Anotado,PF,No,97,3,20,Mike Scott,44,4,Fallido,Minnesota Timberwolves,Atlanta Hawks,Ala pivot,Salto de salto,Lunes,3.45,39.45,99.0403958,31,20,3,2003
ATL,Fallido,PF,No,290,3,272,Mike Scott,82,4,Anotado,Minnesota Timberwolves,Atlanta Hawks,Ala pivot,Salto de salto,Lunes,4.816666667,40.81666667,397.5977867,31,62,54,6254
ATL,Anotado,PF,No,293,3,270,Ryan Kelly,29,4,Fallido,Minnesota Timberwolves,Atlanta Hawks,Ala pivot,Salto de salto,Lunes,5.3,41.3,398.4331813,31,62,53,6253
ATL,Fallido,PF,No,53,2,243,Kris Humphries,1,4,Anotado,Minnesota Timberwolves,Atlanta Hawks,Ala pivot,Bandeo,Lunes,5.316666667,41.31666667,248.7126856,31,11,48,1148
ATL,Anotado,F,No,58,2,244,DeAndre Bembry,42,4,Bloqueado,Minnesota Timberwolves,Atlanta Hawks,Ala,Tiro de bandeja de corte,Lunes,6.016666667,42.01666667,250.7987241,31,12,48,1248
ATL,Bloqueado,PF,No,220,3,54,Mike Scott,62,4,Fallido,Minnesota Timberwolves,Atlanta Hawks,Ala pivot,Salto de salto,Lunes,7.05,43.05,226.5303512,31,47,10,4710
ATL,Fallido,PF,No,279,3,166,Kris Humphries,42,4,Fallido,Minnesota Timberwolves,Atlanta Hawks,Ala pivot,Salto de salto,Lunes,7.75,43.75,324.6490413,31,59,33,5933
ATL,Fallido,PF,No,52,2,250,Kris Humphries,52,4,Anotado,Minnesota Timberwolves,Atlanta Hawks,Ala pivot,Corte de tiro de volcado,Lunes,8.616666667,44.61666667,255.3507392,31,11,49,1149
ATL,Anotado,F,No,216,2,133,Taurean Prince,34,4,Fallido,Minnesota Timberwolves,Atlanta Hawks,Ala,Salto de salto,Lunes,9.183333333,45.18333333,253.6631625,31,46,26,4626
ATL,Fallido,PF,No,45,2,244,Kris Humphries,2,4,Anotado,Minnesota Timberwolves,Atlanta Hawks,Ala pivot,Punta de enlace de punta,Lunes,9.216666667,45.21666667,248.1148927,31,9,48,948
ATL,Anotado,F,No,62,2,243,DeAndre Bembry,27,4,Anotado,Minnesota Timberwolves,Atlanta Hawks,Ala,Tiro de bandeja de corte,Lunes,9.666666667,45.66666667,250.7847683,31,13,48,1348
ATL,Anotado,PF,No,239,2,324,Ryan Kelly,35,4,Fallido,Minnesota Timberwolves,Atlanta Hawks,Ala pivot,Salto de salto,Lunes,10.25,46.25,402.6127171,31,51,64,5164
ATL,Fallido,PF,No,67,3,478,Ryan Kelly,11,4,Anotado,Minnesota Timberwolves,Atlanta Hawks,Ala pivot,Salto de salto,Lunes,10.43333333,46.43333333,482.672767,31,14,95,1495
ATL,Anotado,PF,No,279,3,342,Mike Scott,27,4,Fallido,Minnesota Timberwolves,Atlanta Hawks,Ala pivot,Salto de salto,Lunes,10.88333333,46.88333333,441.3671941,31,59,68,5968
ATL,Fallido,F,No,52,2,250,Taurean Prince,15,4,Anotado,Minnesota Timberwolves,Atlanta Hawks,Ala,Conducir volcado,Lunes,11.13333333,47.13333333,255.3507392,31,11,49,1149
ATL,Fallido,C,Si,52,2,250,Dwight Howard,2,1,Anotado,Atlanta Hawks,New York Knicks,Centro,Retroceso,MiÃ©rcoles,0.366666667,0.366666667,255.3507392,32,11,49,1149
ATL,Anotado,PF,Si,220,3,436,Paul Millsap,41,1,Anotado,Atlanta Hawks,New York Knicks,Ala pivot,Salto de salto,MiÃ©rcoles,1.05,1.05,488.3605226,32,47,87,4787
ATL,Anotado,C,Si,205,2,387,Dwight Howard,53,1,Fallido,Atlanta Hawks,New York Knicks,Centro,Salto de salto,MiÃ©rcoles,1.933333333,1.933333333,437.9429187,32,43,77,4377
ATL,Fallido,PF,Si,58,2,248,Paul Millsap,24,1,Bloqueado,Atlanta Hawks,New York Knicks,Ala pivot,Bandeja,MiÃ©rcoles,2.333333333,2.333333333,254.6919708,32,12,49,1249
ATL,Bloqueado,PG,Si,50,2,84,Dennis Schroder,2,1,Fallido,Atlanta Hawks,New York Knicks,Base,Salto de salto,MiÃ©rcoles,2.366666667,2.366666667,97.75479528,32,10,16,1016
ATL,Fallido,C,Si,52,2,250,Dwight Howard,29,1,Anotado,Atlanta Hawks,New York Knicks,Centro,CallejÃ³n oop volteo,MiÃ©rcoles,2.85,2.85,255.3507392,32,11,49,1149
ATL,Anotado,PF,Si,288,3,174,Paul Millsap,71,1,Fallido,Atlanta Hawks,New York Knicks,Ala pivot,Salto de salto,MiÃ©rcoles,4.033333333,4.033333333,336.4817974,32,61,34,6134
ATL,Fallido,SF,Si,67,2,69,Thabo Sefolosha,7,1,Fallido,Atlanta Hawks,New York Knicks,Alero,Paso atrÃ¡s en el salto de salto,MiÃ©rcoles,4.15,4.15,96.17692031,32,14,13,1413
ATL,Fallido,SF,Si,210,2,146,Thabo Sefolosha,61,1,Anotado,Atlanta Hawks,New York Knicks,Alero,Tiro de salto pullup,MiÃ©rcoles,5.166666667,5.166666667,255.7655176,32,45,29,4529
ATL,Anotado,PF,Si,79,2,303,Paul Millsap,23,1,Fallido,Atlanta Hawks,New York Knicks,Ala pivot,Puente,MiÃ©rcoles,5.55,5.55,313.1293662,32,16,60,1660
ATL,Fallido,PG,Si,157,2,254,Dennis Schroder,56,1,Fallido,Atlanta Hawks,New York Knicks,Base,ConducciÃ³n de salto flotante,MiÃ©rcoles,6.483333333,6.483333333,298.6050904,32,33,50,3350
ATL,Fallido,SF,Si,225,3,439,Kent Bazemore,18,1,Anotado,Atlanta Hawks,New York Knicks,Alero,Tiro de salto,MiÃ©rcoles,6.783333333,6.783333333,493.3011251,32,48,87,4887
ATL,Anotado,PF,Si,298,3,260,Paul Millsap,29,1,Fallido,Atlanta Hawks,New York Knicks,Ala pivot,Tiro de salto,MiÃ©rcoles,7.266666667,7.266666667,395.4794559,32,63,51,6351
ATL,Fallido,SG,Si,280,3,149,Kyle Korver,5,1,Anotado,Atlanta Hawks,New York Knicks,Escolta,Salto de salto,MiÃ©rcoles,7.35,7.35,317.176607,32,60,29,6029
ATL,Anotado,PG,Si,200,2,187,Dennis Schroder,35,1,Anotado,Atlanta Hawks,New York Knicks,Base,Tiro de salto pullup,MiÃ©rcoles,7.933333333,7.933333333,273.8046749,32,42,37,4237
ATL,Anotado,SG,Si,220,2,197,Kyle Korver,27,1,Fallido,Atlanta Hawks,New York Knicks,Escolta,Salto de salto,MiÃ©rcoles,8.383333333,8.383333333,295.3116997,32,47,39,4739
ATL,Fallido,C,Si,52,2,250,Dwight Howard,21,1,Anotado,Atlanta Hawks,New York Knicks,Centro,Correr volcado,MiÃ©rcoles,8.733333333,8.733333333,255.3507392,32,11,49,1149
ATL,Anotado,G,Si,67,3,482,Malcolm Delaney,68,1,Fallido,Atlanta Hawks,New York Knicks,Guardia,Salto de salto,MiÃ©rcoles,9.866666667,9.866666667,486.6343597,32,14,96,1496
ATL,Fallido,SF,Si,256,3,113,Thabo Sefolosha,59,1,Fallido,Atlanta Hawks,New York Knicks,Alero,Salto de salto,MiÃ©rcoles,10.85,10.85,279.8303057,32,54,22,5422
ATL,Fallido,SF,Si,77,3,18,Thabo Sefolosha,63,1,Fallido,Atlanta Hawks,New York Knicks,Alero,Salto de salto,MiÃ©rcoles,11.9,11.9,79.07591289,32,16,3,1603
ATL,Fallido,C,Si,50,2,411,Mike Muscala,31,2,Fallido,Atlanta Hawks,New York Knicks,Centro,Salto de salto,MiÃ©rcoles,0.633333333,12.63333333,414.0301921,32,10,82,1082
ATL,Fallido,SG,Si,275,3,344,Tim Hardaway Jr.,17,2,Fallido,Atlanta Hawks,New York Knicks,Escolta,Tiro de salto pullup de 24 '3 puntos,MiÃ©rcoles,0.916666667,12.91666667,440.4100362,32,58,68,5868
ATL,Fallido,G,Si,200,2,130,Malcolm Delaney,29,2,Anotado,Atlanta Hawks,New York Knicks,Guardia,Tiro de salto pullup,MiÃ©rcoles,1.4,13.4,238.5372088,32,42,25,4225
ATL,Anotado,PF,Si,290,3,305,Kris Humphries,47,2,Fallido,Atlanta Hawks,New York Knicks,Ala pivot,Salto de salto,MiÃ©rcoles,2.183333333,14.18333333,420.8622102,32,62,60,6260
ATL,Fallido,SG,Si,53,2,280,Tim Hardaway Jr.,22,2,Fallido,Atlanta Hawks,New York Knicks,Escolta,Jr. 3 'Plazo de conducciÃ³n,MiÃ©rcoles,2.55,14.55,284.9719284,32,11,55,1155
ATL,Fallido,PF,Si,53,2,235,Kris Humphries,2,2,Fallido,Atlanta Hawks,New York Knicks,Ala pivot,Punta de enlace de punta,MiÃ©rcoles,2.583333333,14.58333333,240.9024699,32,11,46,1146
ATL,Fallido,G,Si,229,2,239,Malcolm Delaney,24,2,Anotado,Atlanta Hawks,New York Knicks,Guardia,Tiro de salto pullup,MiÃ©rcoles,2.983333333,14.98333333,331.0015106,32,49,47,4947
ATL,Anotado,SF,Si,225,3,429,Kent Bazemore,23,2,Fallido,Atlanta Hawks,New York Knicks,Alero,Salto de salto,MiÃ©rcoles,3.366666667,15.36666667,484.4233686,32,48,85,4885
ATL,Fallido,SG,Si,62,2,244,Tim Hardaway Jr.,36,2,Bloqueado,Atlanta Hawks,New York Knicks,Escolta,Jr. 1 'Plazo de conducciÃ³n,MiÃ©rcoles,3.966666667,15.96666667,251.753848,32,13,48,1348
ATL,Bloqueado,PG,Si,53,2,277,Dennis Schroder,29,2,Anotado,Atlanta Hawks,New York Knicks,Base,Bandeja,MiÃ©rcoles,4.45,16.45,282.0248216,32,11,55,1155
ATL,Anotado,PF,Si,200,2,285,Paul Millsap,11,2,Fallido,Atlanta Hawks,New York Knicks,Ala pivot,Salto de salto,MiÃ©rcoles,4.633333333,16.63333333,348.1738072,32,42,56,4256
ATL,Fallido,PF,Si,51,2,249,Paul Millsap,3,2,Bloqueado,Atlanta Hawks,New York Knicks,Ala pivot,Bulto,MiÃ©rcoles,4.683333333,16.68333333,254.169235,32,10,49,1049
ATL,Bloqueado,PF,Si,51,2,262,Paul Millsap,2,2,Anotado,Atlanta Hawks,New York Knicks,Ala pivot,Bulto,MiÃ©rcoles,4.716666667,16.71666667,266.9175903,32,10,52,1052
ATL,Anotado,PG,Si,221,2,156,Dennis Schroder,40,2,Anotado,Atlanta Hawks,New York Knicks,Base,Tiro de salto pullup,MiÃ©rcoles,5.383333333,17.38333333,270.5124766,32,47,31,4731
ATL,Anotado,PG,Si,226,3,427,Dennis Schroder,21,2,Anotado,Atlanta Hawks,New York Knicks,Base,Running Pull-Up Jump Shot,MiÃ©rcoles,5.733333333,17.73333333,483.1200679,32,48,85,4885
ATL,Anotado,PG,Si,229,2,256,Dennis Schroder,34,2,Anotado,Atlanta Hawks,New York Knicks,Base,Tiro de salto pullup,MiÃ©rcoles,6.3,18.3,343.4778013,32,49,51,4951
ATL,Anotado,C,Si,54,2,252,Dwight Howard,38,2,Anotado,Atlanta Hawks,New York Knicks,Centro,Bandeo,MiÃ©rcoles,6.933333333,18.93333333,257.7207791,32,11,50,1150
ATL,Anotado,PG,Si,54,2,239,Dennis Schroder,32,2,Anotado,Atlanta Hawks,New York Knicks,Base,Bandeja,MiÃ©rcoles,7.466666667,19.46666667,245.0244886,32,11,47,1147
ATL,Anotado,SF,Si,62,2,210,Kent Bazemore,35,2,Fallido,Atlanta Hawks,New York Knicks,Alero,Disparo de gancho de conducciÃ³n,MiÃ©rcoles,8.05,20.05,218.9611838,32,13,41,1341
ATL,Fallido,C,Si,67,2,179,Dwight Howard,29,2,Fallido,Atlanta Hawks,New York Knicks,Centro,Tiro de gancho,MiÃ©rcoles,8.533333333,20.53333333,191.1282292,32,14,35,1435
ATL,Fallido,C,Si,288,3,185,Mike Muscala,33,2,Fallido,Atlanta Hawks,New York Knicks,Centro,Salto de salto,MiÃ©rcoles,9.083333333,21.08333333,342.2995764,32,61,36,6136
ATL,Fallido,SF,Si,279,3,156,Kent Bazemore,25,2,Fallido,Atlanta Hawks,New York Knicks,Alero,Salto de salto,MiÃ©rcoles,9.5,21.5,319.6513726,32,59,31,5931
ATL,Fallido,PG,Si,288,3,176,Dennis Schroder,44,2,Fallido,Atlanta Hawks,New York Knicks,Base,Salto de salto,MiÃ©rcoles,10.23333333,22.23333333,337.5203698,32,61,35,6135
ATL,Fallido,G,Si,123,2,429,Malcolm Delaney,22,2,Fallido,Atlanta Hawks,New York Knicks,Guardia,Tiro de salto,MiÃ©rcoles,10.6,22.6,446.2846625,32,26,85,2685
ATL,Fallido,PF,Si,58,2,259,Paul Millsap,53,2,Fallido,Atlanta Hawks,New York Knicks,Ala pivot,Bandeja,MiÃ©rcoles,11.48333333,23.48333333,265.4147697,32,12,51,1251
ATL,Fallido,SG,Si,146,2,220,Kyle Korver,29,2,Fallido,Atlanta Hawks,New York Knicks,Escolta,Tiro de salto pullup,MiÃ©rcoles,11.96666667,23.96666667,264.0378761,32,31,43,3143
ATL,Fallido,PG,Si,887,2,270,Dennis Schroder,31,3,Fallido,Atlanta Hawks,New York Knicks,Base,Bandeja,MiÃ©rcoles,0.7,24.7,927.1833691,32,190,53,19053
ATL,Fallido,PG,Si,769,2,352,Dennis Schroder,29,3,Anotado,Atlanta Hawks,New York Knicks,Base,Tiro de salto pullup,MiÃ©rcoles,1.183333333,25.18333333,845.7334095,32,164,70,16470
ATL,Anotado,PG,Si,882,2,257,Dennis Schroder,66,3,Fallido,Atlanta Hawks,New York Knicks,Base,Bandeja,MiÃ©rcoles,2.283333333,26.28333333,918.6800313,32,189,51,18951
ATL,Fallido,C,Si,882,2,252,Dwight Howard,4,3,Anotado,Atlanta Hawks,New York Knicks,Centro,Bulto,MiÃ©rcoles,2.35,26.35,917.293846,32,189,50,18950
ATL,Anotado,PF,Si,882,2,254,Paul Millsap,24,3,Anotado,Atlanta Hawks,New York Knicks,Ala pivot,Tiro de bandeja de corte,MiÃ©rcoles,2.75,26.75,917.8453029,32,189,50,18950
ATL,Anotado,SF,Si,881,3,480,Thabo Sefolosha,32,3,Fallido,Atlanta Hawks,New York Knicks,Alero,Salto de salto,MiÃ©rcoles,3.283333333,27.28333333,1003.275137,32,188,95,18895
ATL,Fallido,PF,Si,873,3,477,Paul Millsap,28,3,Fallido,Atlanta Hawks,New York Knicks,Ala pivot,Paso atrÃ¡s en el salto de salto,MiÃ©rcoles,3.75,27.75,994.8155608,32,187,95,18795
ATL,Fallido,SF,Si,701,2,300,Kent Bazemore,35,3,Fallido,Atlanta Hawks,New York Knicks,Alero,Paso atrÃ¡s en el salto de salto,MiÃ©rcoles,4.333333333,28.33333333,762.4965574,32,150,59,15059
ATL,Fallido,PF,Si,799,2,252,Paul Millsap,46,3,Bloqueado,Atlanta Hawks,New York Knicks,Ala pivot,Tiro de salto pullup,MiÃ©rcoles,5.1,29.1,837.7977083,32,171,50,17150
ATL,Bloqueado,PG,Si,848,2,395,Dennis Schroder,31,3,Anotado,Atlanta Hawks,New York Knicks,Base,Tiro de salto pullup,MiÃ©rcoles,5.616666667,29.61666667,935.4832976,32,181,78,18178
ATL,Anotado,SG,Si,691,2,151,Kyle Korver,32,3,Fallido,Atlanta Hawks,New York Knicks,Escolta,Salto de salto,MiÃ©rcoles,6.15,30.15,707.3061572,32,148,30,14830
ATL,Fallido,SF,Si,740,2,364,Thabo Sefolosha,9,3,Anotado,Atlanta Hawks,New York Knicks,Alero,Tiro de salto pullup,MiÃ©rcoles,6.3,30.3,824.6793316,32,158,72,15872
ATL,Anotado,PF,Si,878,2,231,Paul Millsap,53,3,Fallido,Atlanta Hawks,New York Knicks,Ala pivot,Bandeja,MiÃ©rcoles,7.183333333,31.18333333,907.8793973,32,188,46,18846
ATL,Fallido,C,Si,889,2,241,Dwight Howard,2,3,Fallido,Atlanta Hawks,New York Knicks,Centro,Punta de enlace de punta,MiÃ©rcoles,7.216666667,31.21666667,921.0874008,32,190,48,19048
ATL,Fallido,SG,Si,819,3,482,Kyle Korver,25,3,Fallido,Atlanta Hawks,New York Knicks,Escolta,Tiro de salto,MiÃ©rcoles,7.633333333,31.63333333,950.3078449,32,175,96,17596
ATL,Fallido,SG,Si,886,2,61,Tim Hardaway Jr.,47,3,Fallido,Atlanta Hawks,New York Knicks,Escolta,Jr. 19 'Step Back Jump Shot,MiÃ©rcoles,8.416666667,32.41666667,888.0974046,32,189,12,18912
ATL,Fallido,PF,Si,873,2,69,Kris Humphries,37,3,Anotado,Atlanta Hawks,New York Knicks,Ala pivot,Salto de salto,MiÃ©rcoles,9.033333333,33.03333333,875.7225588,32,187,13,18713
ATL,Anotado,PF,Si,887,2,261,Kris Humphries,59,3,Bloqueado,Atlanta Hawks,New York Knicks,Ala pivot,Bandeja,MiÃ©rcoles,10.01666667,34.01666667,924.6026173,32,190,52,19052
ATL,Bloqueado,PF,Si,886,2,249,Kris Humphries,29,3,Fallido,Atlanta Hawks,New York Knicks,Ala pivot,Bandeja,MiÃ©rcoles,10.5,34.5,920.3243993,32,189,49,18949
ATL,Fallido,C,Si,894,2,236,Mike Muscala,2,3,Anotado,Atlanta Hawks,New York Knicks,Centro,Punta de enlace de punta,MiÃ©rcoles,10.53333333,34.53333333,924.6253295,32,191,47,19147
ATL,Anotado,SG,Si,637,3,231,Tim Hardaway Jr.,34,3,Fallido,Atlanta Hawks,New York Knicks,Escolta,Tiro de salto de 25 '3 puntos,MiÃ©rcoles,11.1,35.1,677.5913223,32,136,46,13646
ATL,Fallido,SF,Si,730,2,140,Kent Bazemore,5,3,Anotado,Atlanta Hawks,New York Knicks,Alero,Tiro de salto pullup,MiÃ©rcoles,11.18333333,35.18333333,743.3034374,32,156,27,15627
ATL,Anotado,SF,Si,890,2,246,Kent Bazemore,44,3,Bloqueado,Atlanta Hawks,New York Knicks,Alero,Bandeja,MiÃ©rcoles,11.91666667,35.91666667,923.372081,32,190,49,19049
ATL,Bloqueado,SG,Si,873,2,105,Kyle Korver,2,3,Fallido,Atlanta Hawks,New York Knicks,Escolta,Salto de salto,MiÃ©rcoles,11.95,35.95,879.2917605,32,187,20,18720
ATL,Fallido,SG,Si,887,2,238,Tim Hardaway Jr.,2,3,Fallido,Atlanta Hawks,New York Knicks,Escolta,Jr. 1 'TIPA DE PULLA,MiÃ©rcoles,11.98333333,35.98333333,918.3751957,32,190,47,19047
ATL,Fallido,C,Si,886,2,246,Mike Muscala,1,3,Fallido,Atlanta Hawks,New York Knicks,Centro,Punta de enlace de punta,MiÃ©rcoles,12,36,919.5172647,32,189,49,18949
ATL,Fallido,PF,Si,724,2,161,Kris Humphries,31,4,Fallido,Atlanta Hawks,New York Knicks,Ala pivot,Salto de salto,MiÃ©rcoles,0.366666667,36.36666667,741.6852432,32,155,32,15532
ATL,Fallido,SG,Si,652,3,356,Kyle Korver,25,4,Fallido,Atlanta Hawks,New York Knicks,Escolta,Salto de salto,MiÃ©rcoles,0.783333333,36.78333333,742.8593407,32,139,71,13971
ATL,Fallido,PF,Si,887,2,262,Paul Millsap,22,4,Fallido,Atlanta Hawks,New York Knicks,Ala pivot,Bandeja,MiÃ©rcoles,1.15,37.15,924.8853983,32,190,52,19052
